      ID     height   foot_size    weight  forearm_le  income     Book_score  Book_apprec
     380     1.8519     9.6029    78.0022    48.3631  2233.0925     1.9618    no
     381     1.7105     6.7582    60.7923    44.2008  2663.9067     7.9449   yes
     382     1.7358     6.7846    79.9663    43.4606  1990.6860     8.5815   yes
     383     1.7213     5.3452    73.5835    43.7173  1953.9047     8.0260   yes
     384     1.7274     7.1484    72.1902    44.2067  3591.5295     7.8209   yes
     385     1.7584     5.8256    69.7802    42.6895  3225.8760     9.1032   yes
     386     1.5403     3.8752    40.6551    39.7330  1732.7451     0.5048    no
     387     1.6109     5.1397    61.8671    40.9350  3201.6277     5.3581   yes
     388     1.7126     6.7065    58.9193    42.5222  3163.6003     8.3237   yes
     389     1.7730     6.4303    66.0729    42.5093  1013.4366     8.6489   yes
     390     1.7211     6.4618    69.1817    41.7141  2298.3831     9.4904   yes
     391     1.8049     8.2201    73.9450    44.8902  1732.7626     4.7178    no
     392     1.6350     4.9104    59.2533    39.6887  2740.7637     4.2401    no
     393     1.7841     7.0538    74.9465    41.9175  1934.4797     8.5750   yes
     394     1.5517     4.5262    45.2937    37.6481  1607.7253     1.2467    no
     395     1.9331    10.6003    91.9222    47.9845  1955.2495     0.5039    no
     396     1.6991     5.8977    54.6104    42.2524   637.2219     6.8032   yes
     397     1.7504     5.8301    63.5249    43.5392  2682.9895     7.7004   yes
     398     1.5409     4.4604    42.6081    38.1879  1414.1650     0.8744    no
     399     1.7671     5.7181    65.4994    41.8907  1963.3252     8.5696   yes
     400     1.7653     6.1697    70.7027    42.7847  2949.4731     8.9064   yes
     401     1.7585     6.1374    60.9015    42.0596  2982.3115     8.7382   yes
     402     1.7677     6.7295    76.1996    42.3928  2306.0281     8.7764   yes
     403     1.6024     4.7497    51.1764    38.6104  2345.7007     2.6461    no
     404     1.6895     6.9439    76.0236    42.3948  1651.6503     9.6307   yes
     405     1.6877     5.3931    68.4524    41.1054  2170.5686     5.8053   yes
     406     1.5601     4.2238    58.4194    39.5950  2670.3984     0.6603    no
     407     1.5496     4.3392    48.4294    38.1747  2177.2527     0.9119    no
     408     1.6303     4.9183    52.5610    40.8420  3351.7742     5.5255   yes
     409     1.7246     7.1633    74.0285    43.9330  3196.4724     7.6685   yes
     410     1.6404     4.7941    54.3260    38.6637  2604.9072     3.2856    no
     411     1.6934     6.2556    65.8324    41.6100  1420.3143     7.2778   yes
     412     1.8439     8.7175    79.9143    46.7386  3029.8579     3.3000    no
     413     1.7522     7.1409    71.2811    44.1300  2539.6592     8.1410   yes
     414     1.7961     7.2441    72.5780    44.5837  2552.0879     8.8228   yes
     415     1.7766     6.9319    82.0572    44.0575  3131.8062     7.5427   yes
     416     1.7977     8.6694    88.3706    46.6192  2092.6777     4.5401    no
     417     1.6319     4.7996    54.0234    39.7992  1609.2241     4.2587    no
     418     1.7609     7.3343    68.1497    43.6607  2395.3042     7.3750   yes
     419     1.7445     6.9630    64.8643    42.3608  1567.0541     8.6465   yes
     420     1.5459     4.0008    45.5519    38.2144  2619.2930     1.1091    no
     421     1.7541     6.6608    58.8803    42.3830  2290.6025     8.5569   yes
     422     1.6053     4.4712    60.2197    38.9416  2134.7192     1.3466    no
     423     1.7552     5.9907    69.8210    41.9023  2298.6936     7.9459   yes
     424     1.7862     7.9616    67.1559    45.5310  3360.9290     7.2095   yes
     425     1.6400     5.5747    66.9315    41.7831  2878.0867     7.4251   yes
     426     1.6169     5.3746    61.3897    40.9505  3019.8840     4.0794    no
     427     1.7505     6.9688    69.8900    43.2259  1680.0979     9.2918   yes
     428     1.6779     5.8622    66.4950    42.5451  2357.1646     6.5317   yes
     429     1.8614     9.5751    83.5764    47.4461  2272.0457     2.1242    no
     430     1.8263     9.3944    82.6197    46.1865  2840.8357     2.3130    no
     431     1.8704    10.7499    85.6377    47.8190  2160.0693     0.9644    no
     432     1.7389     6.0859    69.9103    41.5077  1930.6897     8.3481   yes
     433     1.8514     9.5626    82.5820    46.9048  2066.9531     3.4863    no
     434     1.7216     6.1342    76.0878    42.5406  1933.0703     8.4763   yes
     435     1.7192     5.7846    65.6998    43.7913  1953.9811     7.6460   yes
     436     1.8157     7.6506    88.1852    45.7051  2987.3113     6.5630   yes
     437     1.6940     7.0470    73.9698    43.7375  1932.0508     9.2564   yes
     438     1.6982     5.6757    67.5076    42.5779  1583.2130     6.9207   yes
     439     1.8023     8.2331    72.0166    46.2661  3237.6553     6.0399   yes
     440     1.7375     6.3412    66.8487    42.4019  2388.9939     8.1154   yes
     441     1.7435     5.9376    58.6137    41.5325  1913.4871     7.6552   yes
     442     1.7573     7.2422    72.7277    43.7365  2003.6682     8.4150   yes
     443     1.6180     4.3389    39.9436    38.4028  2910.7803     2.5397    no
     444     1.6932     5.0708    61.0695    39.7995  2725.5286     5.0926   yes
     445     1.6836     5.0930    62.3096    42.5549  3334.4207     7.2975   yes
     446     1.6282     4.8503    48.7811    38.6814  2816.4658     1.5711    no
     447     1.7782     6.7212    55.5099    43.4394  2111.3555     9.0047   yes
     448     1.7662     6.5901    82.7655    44.3973  1943.5281     8.1022   yes
     449     1.6780     5.3360    45.4778    39.7989  1424.0778     1.8567    no
     450     1.7616     6.5238    71.5085    42.5755  2400.5662     8.7216   yes
     451     1.8089     9.8017    83.8403    47.1015  2706.3477     4.3312    no
     452     1.6319     4.3215    57.5334    39.5477  2621.2100     3.1955    no
     453     1.7505     8.4761    96.1828    45.2463  2290.3562     5.2303   yes
     454     1.7680     7.4784    76.4881    43.5668  1956.4565     9.9331   yes
     455     1.7310     6.5675    67.3025    43.1664  2287.5815     8.6136   yes
     456     1.6529     4.2233    54.9907    39.6431  2951.8076     3.1528    no
     457     1.8140     8.8354    87.0403    45.5578  2382.6204     2.3847    no
     458     1.8895     9.8377    84.4024    45.8137  2026.4993     4.3125    no
     459     1.7050     5.1778    59.1981    41.4234  1931.3442     7.7827   yes
     460     1.7365     5.4731    58.2773    41.5712  3092.2666     6.9545   yes
     461     1.7950     7.3845    76.0634    46.7873  2641.2424     7.4632   yes
     462     1.7440     6.5670    73.8503    41.8695  2505.5107     9.9993   yes
     463     1.8198     8.4672    88.0050    46.9475  3178.5356     5.5354   yes
     464     1.7300     7.1225    81.9149    44.7132  2849.4626     8.3714   yes
     465     1.8315     9.2207    79.9796    46.4272  2469.6060     2.0814    no
     466     1.8206     6.7592    67.6641    41.7799  2877.8125     8.2087   yes
     467     1.6827     6.3814    63.7091    41.5241  2534.5725     8.3399   yes
     468     1.7376     6.8094    74.0737    44.5356  1453.2063     8.5646   yes
     469     1.6378     5.3150    70.1345    41.4638  2977.2451     6.3948   yes
     470     1.5513     4.1287    47.5360    38.4009  2170.2834     1.1682    no
     471     1.6590     5.3083    64.1856    42.5440  1998.6531     6.8057   yes
     472     1.5638     4.6808    53.0352    38.9598  2821.9236     1.7220    no
     473     1.7546     6.6902    61.8518    43.3559  2468.6646     8.6308   yes
     474     1.8286     8.8859    82.1318    46.8597  2497.6433     4.2153    no
     475     1.7520     7.6129    75.4679    44.3880  2965.5630     8.1405   yes
     476     1.6751     5.6437    63.6862    42.5240  2385.3240     8.8886   yes
     477     1.7150     5.7230    65.6787    42.6581  2399.2808     8.7276   yes
     478     1.7270     7.9453    81.3209    46.7395  2766.3713     7.8978   yes
     479     1.6378     5.5276    54.7771    40.6908  3230.4797     4.3695    no
     480     1.6741     4.5360    46.9604    38.3918  2398.7754     1.4305    no
     481     1.6701     5.9836    67.9763    41.7830  3051.0337     7.5657   yes
     482     1.7432     6.8981    71.3450    44.9485  2607.2947     8.7216   yes
     483     1.6647     5.2859    62.1140    40.1920  2138.8616     3.6408    no
     484     1.6439     4.2908    61.6830    40.3642  3287.7375     4.5417    no
     485     1.7736     7.0073    65.4476    43.1993  2024.1924     8.4982   yes
     486     1.6722     5.3626    64.2017    39.8666  2329.9595     6.0466   yes
     487     1.6025     4.7973    52.8601    38.1586  2579.3081     1.4503    no
     488     1.7705     7.8278    78.8685    45.3712  3411.4609     6.4055   yes
     489     1.7111     6.6246    72.9511    41.5920  2389.9492     9.7067   yes
     490     1.7430     5.6386    60.1427    41.7233  3135.9727     7.8969   yes
     491     1.7934     7.6935    77.3544    44.5611  2286.1143     5.3374   yes
     492     1.9030    10.6288    89.0054    46.9622  2084.1943     0.4343    no
     493     1.7437     6.4468    68.1215    41.4633  3312.8811     9.0995   yes
     494     1.7237     6.2751    75.2111    43.9168  1662.9413     9.3591   yes
     495     1.6410     4.4794    61.5962    39.7943  2970.7656     1.3878    no
     496     1.6885     4.7378    54.8188    40.5775  2217.1836     4.5367    no
     497     1.7795     7.4902    72.3507    45.7478  2186.2766     6.0494   yes
     498     1.7368     5.8772    57.5158    42.7599  3402.0737     8.3964   yes
     499     1.7635     7.1404    71.1328    43.6938  2647.8452     6.9280   yes
     500     1.8535     8.8203    77.5788    47.2197  1881.0287     3.6078    no
     501     1.7400     5.2706    62.7138    42.9822  1398.7896     7.8840   yes
     502     1.6916     5.0032    64.6917    41.9930  2503.6838     7.8151   yes
     503     1.5603     4.0705    40.6080    39.1909  2677.6350     0.8476    no
     504     1.7035     5.9088    69.4153    43.3838  2439.6594     8.8874   yes
     505     1.8186     7.0402    75.3392    43.5333  2910.6387     8.4878   yes
     506     1.7706     6.8192    73.0146    43.8612  1926.8865     7.5528   yes
     507     1.8626    10.0618    79.3665    47.3281  2991.0942     2.3869    no
     508     1.7035     5.5718    63.6464    42.2776  3203.4058     5.5675   yes
     509     1.6353     4.5408    57.3258    40.1287  1579.0033     2.9310    no
     510     1.7283     6.6205    71.4985    44.3159  2661.1973     8.4082   yes
     511     1.6984     6.6715    63.1089    43.3835  1441.0386     8.9328   yes
     512     1.7870     7.2901    72.9715    43.7105  1927.8243     7.9139   yes
     513     1.7949     8.7931    68.9427    46.1046  2023.9844     5.4747   yes
     514     1.5512     4.1220    51.9038    38.2839  2182.9463     2.1854    no
     515     1.7843     8.2126    73.1250    45.5027  3046.5217     5.9087   yes
     516     1.7806     9.1199    79.1857    47.0993  2707.8167     3.8545    no
     517     1.7832     7.3852    72.8509    43.0212  2933.7466     8.7201   yes
     518     1.6840     5.0948    50.6151    40.0032  2349.9792     3.1643    no
     519     1.5830     3.9190    53.1922    37.5405  2339.4072     1.6178    no
     520     1.7482     6.7907    58.6661    43.7325  2700.1079     8.3016   yes
     521     1.6898     4.9233    57.1466    40.1669  1861.3359     5.4703   yes
     522     1.7633     7.3252    82.8177    44.7832  2765.8501     7.5668   yes
     523     1.5868     4.6802    52.3876    39.1099  3129.1533     3.1561    no
     524     1.6478     4.6468    62.3366    40.8485  3603.7078     4.4710    no
     525     1.8559    10.1993    87.5889    47.0457  1915.0653     1.7346    no
     526     1.7263     6.3219    69.2645    42.4452  3030.3389     9.0548   yes
     527     1.5489     4.1091    65.2913    39.0058  2891.1831     1.2346    no
     528     1.7183     7.0191    73.7598    43.5461  1895.4095     8.5167   yes
     529     1.7500     7.3396    75.2876    45.6125  1907.5575     8.4109   yes
     530     1.7753     8.9354    84.7179    46.2839  2861.7043     4.6754    no
     531     1.7069     6.0531    73.0406    43.7665  2646.8840     8.9691   yes
     532     1.8177     9.7571    80.6868    47.2626  2270.9473     1.9034    no
     533     1.7353     6.1851    59.9865    43.2943  1586.1058     8.8555   yes
     534     1.7140     7.3133    88.4095    44.8199  2240.3152     8.8980   yes
     535     1.9224    10.4174    93.7225    48.2422  3670.2131     0.8885    no
     536     1.7549     5.7959    71.0758    41.4417  2918.7812     7.7941   yes
     537     1.7260     5.8544    71.6917    41.4241  2335.8962     8.4344   yes
     538     1.7143     7.2898    72.3879    45.3182  2177.1572     7.5398   yes
     539     1.7055     6.0917    58.0949    41.7177   886.6483     7.5686   yes
     540     1.5612     4.4386    35.5730    37.9362  1559.7722     0.7464    no
     541     1.6914     6.4568    56.8597    41.8587  2855.6294     8.9584   yes
     542     1.6550     5.2042    54.2183    38.8696  3431.1265     2.5199    no
     543     1.5656     4.0949    58.9536    39.6488  2615.0706     0.6748    no
     544     1.7355     6.7886    74.0034    44.5954  2423.0347     8.9404   yes
     545     1.5814     4.6959    39.8860    38.7143  2540.1689     1.7544    no
     546     1.6230     4.5083    65.5717    39.8410  1650.4182     4.5659    no
     547     1.6223     5.0018    54.3287    40.0072  3340.9253     4.3974    no
     548     1.7975     7.1982    72.4072    43.2613  2160.0330     8.7860   yes
     549     1.7077     5.2865    67.9928    41.4017  2109.6541     7.6767   yes
     550     1.8799    10.4690    93.9621    49.8022  2997.6470     0.8431    no
     551     1.6786     5.6192    68.4801    40.1401  2241.6313     7.2136   yes
     552     1.5934     4.6021    56.4029    40.1170  1442.2509     1.8625    no
     553     1.7432     6.9446    73.3350    43.1495  2032.2842     8.3272   yes
     554     1.8879    10.6439    81.3734    48.7288  3064.8938     1.0321    no
     555     1.7456     6.1974    70.4643    42.0554  2251.1099     9.5266   yes
     556     1.6002     5.0600    49.2022    39.1467  2450.7251     2.5046    no
     557     1.6364     4.8844    54.9929    40.2906  3623.0134     2.4922    no
     558     1.7970     9.0579    81.1685    47.3417  2488.1626     3.6148    no
     559     1.6319     4.8218    59.5137    41.3805  1929.8425     3.7599    no
     560     1.7700     7.4527    76.7889    45.5683  3493.2197     6.4487   yes
     561     1.7664     5.5949    52.5024    41.0714  3170.9893     7.8959   yes
     562     1.7716     9.1946    81.7568    46.0520  2003.3263     3.1495    no
     563     1.7900     7.4571    78.5754    44.4471  2391.2512     7.0429   yes
     564     1.7008     6.3841    70.8017    42.9181  2679.1191     9.2410   yes
     565     1.7156     5.4696    69.0092    42.0656  2668.6038     7.5487   yes
     566     1.8824     9.5874    81.4775    47.5517  3263.2344     3.0327    no
     567     1.7632     6.6514    79.4464    42.4567  2767.2837     9.2899   yes
     568     1.6532     4.8195    47.5104    39.2059  2071.6941     2.9354    no
     569     1.6494     4.8134    46.9977    39.2289  3251.2754     3.6197    no
     570     1.6439     4.6588    49.8854    38.6758  2918.3438     2.5205    no
     571     1.7727     6.7577    84.6614    44.3304  3224.7251     7.9993   yes
     572     1.7551     8.2608    75.4859    44.7151  1914.4167     5.8021   yes
     573     1.8453     9.6346    82.6528    48.3399  1778.9492     2.0960    no
     574     1.6921     5.7414    63.5808    41.8924  1687.4122     8.8755   yes
     575     1.7131     5.1925    50.7095    40.9303  2177.1238     5.8950   yes
     576     1.6165     4.8162    57.8294    39.5840  2148.8977     3.7544    no
     577     1.6715     4.3225    55.7701    39.1369  3060.9915     2.3450    no
     578     1.7446     5.1596    57.9440    41.1184  2227.9658     5.8811   yes
     579     1.6205     4.5708    54.7182    38.6307  2876.1160     1.4932    no
     580     1.7397     5.8889    67.5505    43.8208  2341.7483     8.8343   yes
     581     1.8064     8.4910    85.1901    44.8054  1241.6420     5.4526   yes
     582     1.7026     7.4772    75.6017    44.3615  2114.4568     8.3893   yes
     583     1.6983     4.8840    55.7366    41.1376  1924.9606     6.4256   yes
     584     1.7301     6.8352    66.4670    42.2831  3661.4548     9.8946   yes
     585     1.7194     5.6394    74.7461    41.3415  2813.7791     8.2105   yes
     586     1.7493     6.9414    69.6472    43.4313  2278.1511     8.9233   yes
     587     1.7571     6.9845    67.8577    43.4697  1826.9989     7.8987   yes
     588     1.8073     8.3600    73.8758    46.0419  2198.5515     6.5642   yes
     589     1.7489     6.8193    62.8741    42.9987  2313.4077     9.0777   yes
     590     1.6746     4.9317    52.0342    40.4938  1981.6550     3.5976    no
     591     1.7580     7.9941    79.9865    46.1753  2285.1968     6.4769   yes
     592     1.8458     9.0178    89.6117    46.9755  3059.7844     3.6275    no
     593     1.7624     6.8946    72.6232    45.2262  1846.0807     7.2200   yes
     594     1.8370     9.7376    85.5526    47.2035  2535.6514     2.9222    no
     595     1.7945     9.1999    68.5133    46.4733  3035.1794     3.3148    no
     596     1.7806     8.7110    79.0960    47.6329  1884.5022     3.3639    no
     597     1.7752     7.8723    73.4600    45.4155  1910.8083     6.6696   yes
     598     1.7966     6.6169    81.0768    41.9548  2096.0608     9.5017   yes
     599     1.7043     6.5221    67.6848    41.8496  3694.6030     9.5181   yes
     600     1.6138     4.5361    61.1697    39.3134  3003.3877     2.0837    no
     601     1.8413     9.3275    76.5099    46.0853  3385.9832     3.3706    no
     602     1.6924     4.8122    59.1960    41.5084  2745.2812     4.5803    no
     603     1.7876     7.1012    80.9658    43.5829  2982.0317     9.6531   yes
     604     1.7207     8.2392    89.4745    46.6364  2720.5149     4.7873    no
     605     1.7121     7.4361    81.0213    44.8432  1963.7648     8.1699   yes
     606     1.7289     5.4975    53.0199    41.1857  1764.7058     7.7169   yes
     607     1.9045    10.4630    90.3813    47.3387  2597.8760     1.1402    no
     608     1.7389     5.7719    58.1908    42.4015  3923.3303     7.0362   yes
     609     1.6161     4.3756    50.5634    41.2011  3135.2266     4.0823    no
     610     1.7242     7.5119    72.3337    45.0831  2427.4360     6.4095   yes
     611     1.6461     5.1208    54.5323    41.8813  3348.1794     5.7745   yes
     612     1.7301     5.9944    65.3559    43.2048  2179.0247     8.3313   yes
     613     1.5406     4.4463    52.0432    38.9111  2566.0371     0.7497    no
     614     1.7852     8.4650    74.0323    47.0901  1914.8652     3.6438    no
     615     1.6467     4.8355    74.8187    40.2547  3454.3213     5.1980   yes
     616     1.7113     5.1600    62.6494    42.1526  2379.8191     8.1075   yes
     617     1.6184     4.8842    63.9883    40.2805  2050.3298     4.4612    no
     618     1.6325     4.5268    49.5522    38.4448  2152.1450     3.2485    no
     619     1.8183     8.9998    83.7085    46.1550  1658.3712     4.1560    no
     620     1.7649     6.7438    74.8794    42.9915  3154.0337     8.0563   yes
     621     1.7324     5.3675    62.5924    40.9216  2508.4202     6.5075   yes
     622     1.7989     6.9367    66.9986    43.3769  2792.8210     9.2698   yes
     623     1.7052     5.6634    65.8461    42.1459  2066.2222     5.8869   yes
     624     1.7609     7.7547    71.9766    44.8237  2283.0403     6.0587   yes
     625     1.8275     7.8099    73.9479    45.5833  1614.7983     6.6081   yes
     626     1.6778     5.5571    57.1877    41.4952  3409.4458     8.2349   yes
     627     1.8618    10.0520    84.7305    48.5447  1526.5094     2.4640    no
     628     1.7438     7.5776    74.3318    42.8011  1605.5276     8.6600   yes
     629     1.4866     4.4462    52.7889    38.7126  2747.6807     0.6916    no
     630     1.7323     6.6052    74.7041    43.4832  3572.9697     8.9441   yes
     631     1.6524     4.7134    55.4795    39.0289  2903.3435     3.2598    no
     632     1.5733     4.2520    60.2384    38.3422  1818.2906     1.3528    no
     633     1.7620     6.8669    71.4742    42.5809  2266.8081     8.5949   yes
     634     1.7453     7.5621    73.8034    44.2517  2137.4734     7.9510   yes
     635     1.7879     6.7236    72.9661    43.0581  3155.6797     9.7612   yes
     636     1.7979     8.6770    83.3679    46.5630  2344.7515     4.5100    no
     637     1.7162     5.3226    74.3707    43.1779  1187.7198     8.3447   yes
     638     1.8089     7.1049    68.7155    43.7629  2367.1538     7.7932   yes
     639     1.8992    10.2212    84.0752    48.5841  2700.2349     0.8774    no
     640     1.7159     5.4739    52.2478    42.4161  1877.5089     7.8455   yes
     641     1.9045    10.6489    87.0103    48.6871  3778.2266     1.3158    no
     642     1.7369     7.0229    78.0529    43.1452  2428.7136     7.3988   yes
     643     1.7136     7.1519    61.5412    41.7983  1997.8662     9.2558   yes
     644     1.6513     4.9313    60.8725    40.2711  3158.1165     5.1514   yes
     645     1.7814     8.4023    74.7986    45.2268  1844.2770     3.5004    no
     646     1.7743     6.1430    62.1989    42.4809  1770.6001     8.0964   yes
     647     1.5902     4.2277    48.7104    38.5653  2271.8228     1.4775    no
     648     1.5195     4.3203    56.0406    37.9917  3394.8987     1.0249    no
     649     1.5972     4.3856    50.2275    39.8348  2989.8662     2.1369    no
     650     1.7774     6.7681    71.1943    42.6174  2953.4326     9.1907   yes
     651     1.6582     5.4839    67.0625    39.4723  2604.4021     6.0647   yes
     652     1.7837     7.5040    73.6490    44.3794  1751.9232     7.6321   yes
     653     1.7542     8.1174    69.9084    46.0384  2872.3130     6.2985   yes
     654     1.7695     9.6616    87.7505    46.3707  1918.7423     3.2507    no
     655     1.8198     9.1977    82.4282    45.4722  2150.5452     3.9068    no
     656     1.7401     5.5754    70.1570    43.1768  2094.6255     7.7784   yes
     657     1.7465     9.5009    86.9952    47.0996  2846.5627     3.3039    no
     658     1.8684     9.7256    92.1095    47.4362  1924.3230     3.2044    no
     659     1.6467     5.0626    58.2617    40.9808  2171.2485     4.9620    no
     660     1.4985     4.3336    50.4362    38.1401  2930.9207     1.8419    no
     661     1.7451     6.5744    71.6836    41.3512  2379.0583     8.8721   yes
     662     1.7624     7.6464    74.0320    44.7137  3172.1604     6.5857   yes
     663     1.7849    10.0192    86.4258    48.9564  2899.0579     2.7396    no
     664     1.7377     7.2548    75.1241    44.0803  2473.3850     6.8868   yes
     665     1.7513     6.8610    72.6927    41.2113  1856.4467     8.8803   yes
     666     1.7166     5.2014    60.9116    41.1290  2309.2397     6.9802   yes
     667     1.6427     4.9974    53.8052    40.2913  1945.6930     4.7772    no
     668     1.6160     4.9636    41.4721    38.7352  2957.5093     3.3482    no
     669     1.7763     8.1420    66.2123    46.5873  2658.3386     5.4850   yes
     670     1.7757     7.9162    77.1779    44.3810  2812.6311     7.1783   yes
     671     1.6572     4.6292    55.7213    39.9312  2475.6313     3.9775    no
     672     1.9139    10.4336    85.9568    47.8874  1690.3412     1.2310    no
     673     1.7028     5.1363    63.9323    39.6498  1859.5024     4.7957    no
     674     1.7338     7.7125    73.7160    45.2576  1183.2085     8.0194   yes
     675     1.7387     5.9309    61.6439    42.0917  1413.1359     8.6931   yes
     676     1.7366     5.9269    73.9011    41.8537  2817.1672     8.6648   yes
     677     1.8247     8.9230    75.9690    47.7821  1165.3474     3.0695    no
     678     1.6863     5.2436    61.8271    41.1181  2697.7659     5.5057   yes
     679     1.9261    10.4451    94.7553    47.1127  3190.9675     1.2390    no
     680     1.8266    10.3458    83.1657    47.9522  2942.1587     1.6489    no
     681     1.7078     5.3972    69.1062    43.1951  2121.8306     8.5410   yes
     682     1.8191     8.9673    93.3331    47.3825  2022.0345     5.3473   yes
     683     1.6040     4.7692    55.5338    38.7783  1868.7089     1.9638    no
     684     1.6642     5.0294    61.6784    41.4513  3277.3398     5.7347   yes
     685     1.7420     5.1023    60.5924    42.1896  1965.7284     7.1124   yes
     686     1.7141     5.3868    69.9607    42.1571  2427.5410     7.9976   yes
     687     1.7958     8.5478    84.8404    46.4720  2114.2070     5.2570   yes
     688     1.7554     8.9071    75.7562    46.3473  2797.2612     4.4432    no
     689     1.7617     7.2057    70.0726    43.8606  2155.0623     8.7605   yes
     690     1.7359     6.4505    66.6412    42.5633  3212.3311     9.2252   yes
     691     1.7194     6.9291    70.9993    42.9124  2137.4756     8.7462   yes
     692     1.6969     5.6182    65.6154    42.4323  1134.0989     7.7982   yes
     693     1.9041    10.3195    90.0000    47.9408  2098.5559     0.0363    no
     694     1.7319     8.3338    79.4303    46.3505  2211.1809     4.3064    no
     695     1.6926     5.6229    56.1167    40.5999  2265.4363     5.5877   yes
     696     1.7268     7.3647    74.6825    44.1271  2516.7944     8.8554   yes
     697     1.7130     5.1357    62.7390    42.2306  3223.1008     6.1439   yes
     698     1.7804     7.2095    74.8789    43.7161  3165.7000     9.1706   yes
     699     1.7684     6.0200    59.8155    43.1940  2628.6211     9.0278   yes
     700     1.7347     7.5624    73.7693    43.9276  3055.9021     7.5187   yes
     701     1.8993    10.7288    93.7227    46.5663  2158.3623     0.0939    no
     702     1.9159    10.8147    99.5694    48.6282  2725.6489     0.8836    no
     703     1.8610    11.3551    93.2417    47.8464  2942.4355     0.8910    no
     704     1.5986     4.3174    47.7363    39.0783  2974.1855     1.9571    no
     705     1.7551     6.8531    68.7448    44.4191  1812.1479     7.9151   yes
     706     1.7884     6.8763    71.5777    42.5799  2448.7131     9.8064   yes
     707     1.6634     5.1968    70.6815    41.9106  2915.9438     8.1998   yes
     708     1.6314     4.5637    58.5101    41.2597  2582.0449     5.3398   yes
     709     1.9304    10.7190    82.8904    48.6132  3161.2766     0.5619    no
     710     1.7901     6.8216    68.8462    42.7160  2697.4739     8.6600   yes
     711     1.7808     8.6002    82.9021    46.3341  1840.3282     4.1338    no
     712     1.7645     7.6295    78.1144    43.6381  2748.1550     8.1184   yes
     713     1.7411     6.3137    69.3696    43.4885  3356.3528     9.2705   yes
     714     1.7850     7.6444    83.9109    44.9625  1852.7780     6.3002   yes
     715     1.7370     6.1001    61.8960    41.7852  2427.0349     8.5360   yes
     716     1.5914     4.8360    46.6465    37.7206  2555.6145     0.7207    no
     717     1.7594     5.4774    45.2387    41.6677  2217.1897     5.7050   yes
     718     1.7680     6.9758    67.8747    43.8751  3036.0610     8.7056   yes
     719     1.7958     8.3211    76.7698    46.6380  1951.1637     5.5508   yes
     720     1.7822     6.9817    76.9171    44.2201  3059.8230     8.8272   yes
     721     1.7454     6.0281    79.1677    42.2876  2567.9119     8.1058   yes
     722     1.7460     7.0636    75.4640    42.9233  2884.7610     8.5730   yes
     723     1.8907    10.6816    87.7437    47.6602  2713.0994     2.0001    no
     724     1.7536     7.7005    77.1144    43.7643  2033.9021     8.9398   yes
     725     1.5161     4.2610    46.0646    37.4848  2644.7422     1.8486    no
     726     1.7038     5.6780    67.9398    42.6270  2476.3826     8.5291   yes
     727     1.8232     9.1437    80.3388    45.8522  3133.6628     2.9439    no
     728     1.8153     8.9050    93.7316    48.0925  3017.8411     3.4986    no
     729     1.8856    10.8403    95.9226    48.5714  3464.6868     1.4891    no
     730     1.7094     7.2997    78.5069    43.7452  2253.7385     7.9806   yes
     731     1.8631     9.7837    89.6288    46.8202  3469.7212     3.0805    no
     732     1.7857     9.0127    76.4673    46.0238  2330.0383     3.2871    no
     733     1.7992     9.4902    80.1105    47.1908  2275.6099     2.9221    no
     734     1.7081     4.6502    57.5155    41.1324  2635.8577     7.5025   yes
     735     1.7843     7.1255    86.2736    43.7546  1155.1329     8.3995   yes
     736     1.7614     6.9386    74.8407    43.0604  2111.5923    10.1773   yes
     737     1.6529     5.3920    51.7984    40.0990  1677.5956     4.7938    no
     738     1.8123     7.9772    79.2969    44.6160  1489.9612     5.3400   yes
     739     1.7515     5.5473    60.2034    42.6747  1215.0222     7.6422   yes
     740     1.7751     7.7083    84.9181    44.9229  2141.9084     7.2359   yes
     741     1.8035     8.3439    86.2477    46.2956  2384.6128     5.1352   yes
     742     1.5939     4.5582    54.3797    39.5200  2928.1538     2.2352    no
     743     1.8934     9.9213    79.1787    47.3895  2095.3745     1.1706    no
     744     1.7397     6.5361    74.7126    42.7064  2661.5212     8.7295   yes
     745     1.7351     6.3171    66.4624    42.8503  2873.8894     7.8152   yes
     746     1.7421     6.4141    63.8923    42.8685  3295.3889     8.3141   yes
     747     1.6809     4.7705    62.0829    40.7212  2698.2815     5.1243   yes
     748     1.8126     9.7715    82.2670    46.7840  3717.1584     4.3895    no
     749     1.6347     4.6438    54.2076    39.7262  2263.0693     2.9774    no
     750     1.5471     3.9793    59.8355    37.5379  2254.1074     0.2254    no
     751     1.8011     9.3197    80.8452    45.6786  3541.5796     4.2338    no
     752     1.7305     7.1637    64.3904    44.2708  3226.8589     9.3022   yes
     753     1.6427     4.9338    51.3757    38.2062  3653.0796     4.4522    no
     754     1.7919     9.8926    89.2285    47.9260  2320.5420     3.5096    no
     755     1.7341     6.4249    72.4280    42.4882  3399.2212     8.4500   yes
     756     1.7013     6.0508    63.3016    42.8435  3915.3833     8.3288   yes
     757     1.7155     6.2052    64.5526    41.1430  1828.4213     8.1791   yes
     758     1.8251     9.2849    75.6753    47.0247  2202.1790     2.7620    no
     759     1.7127     5.7961    65.3162    43.0426  2504.0286     8.1902   yes
     760     1.5825     4.3482    58.2937    40.1285  3562.9128     2.1386    no
