      ID     height   foot_size    weight  forearm_le  income     Book_score  Book_apprec
     380     1.8519     9.6029    78.0022    48.3631  2233.0925     1.9618    no
     381     1.7105     6.7582    60.7923    44.2008  2663.9067     7.9449   yes
     382     1.7358     6.7846    79.9663    43.4606  1990.6860     8.5815   yes
     383     1.7213     5.3452    73.5835    43.7173  1953.9047     8.0260   yes
     384     1.7274     7.1484    72.1902    44.2067  3591.5295     7.8209   yes
     385     1.7584     5.8256    69.7802    42.6895  3225.8760     9.1032   yes
     386     1.5403     3.8752    40.6551    39.7330  1732.7451     0.5048    no
     387     1.6109     5.1397    61.8671    40.9350  3201.6277     5.3581   yes
     388     1.7126     6.7065    58.9193    42.5222  3163.6003     8.3237   yes
     389     1.7730     6.4303    66.0729    42.5093  1013.4366     8.6489   yes
     390     1.7211     6.4618    69.1817    41.7141  2298.3831     9.4904   yes
     391     1.8049     8.2201    73.9450    44.8902  1732.7626     4.7178    no
     392     1.6350     4.9104    59.2533    39.6887  2740.7637     4.2401    no
     393     1.7841     7.0538    74.9465    41.9175  1934.4797     8.5750   yes
     394     1.5517     4.5262    45.2937    37.6481  1607.7253     1.2467    no
     395     1.9331    10.6003    91.9222    47.9845  1955.2495     0.5039    no
     396     1.6991     5.8977    54.6104    42.2524   637.2219     6.8032   yes
     397     1.7504     5.8301    63.5249    43.5392  2682.9895     7.7004   yes
     398     1.5409     4.4604    42.6081    38.1879  1414.1650     0.8744    no
     399     1.7671     5.7181    65.4994    41.8907  1963.3252     8.5696   yes
     400     1.7653     6.1697    70.7027    42.7847  2949.4731     8.9064   yes
     401     1.7585     6.1374    60.9015    42.0596  2982.3115     8.7382   yes
     402     1.7677     6.7295    76.1996    42.3928  2306.0281     8.7764   yes
     403     1.6024     4.7497    51.1764    38.6104  2345.7007     2.6461    no
     404     1.6895     6.9439    76.0236    42.3948  1651.6503     9.6307   yes
     405     1.6877     5.3931    68.4524    41.1054  2170.5686     5.8053   yes
     406     1.5601     4.2238    58.4194    39.5950  2670.3984     0.6603    no
     407     1.5496     4.3392    48.4294    38.1747  2177.2527     0.9119    no
     408     1.6303     4.9183    52.5610    40.8420  3351.7742     5.5255   yes
     409     1.7246     7.1633    74.0285    43.9330  3196.4724     7.6685   yes
     410     1.6404     4.7941    54.3260    38.6637  2604.9072     3.2856    no
     411     1.6934     6.2556    65.8324    41.6100  1420.3143     7.2778   yes
     412     1.8439     8.7175    79.9143    46.7386  3029.8579     3.3000    no
     413     1.7522     7.1409    71.2811    44.1300  2539.6592     8.1410   yes
     414     1.7961     7.2441    72.5780    44.5837  2552.0879     8.8228   yes
     415     1.7766     6.9319    82.0572    44.0575  3131.8062     7.5427   yes
     416     1.7977     8.6694    88.3706    46.6192  2092.6777     4.5401    no
     417     1.6319     4.7996    54.0234    39.7992  1609.2241     4.2587    no
     418     1.7609     7.3343    68.1497    43.6607  2395.3042     7.3750   yes
     419     1.7445     6.9630    64.8643    42.3608  1567.0541     8.6465   yes
     420     1.5459     4.0008    45.5519    38.2144  2619.2930     1.1091    no
     421     1.7541     6.6608    58.8803    42.3830  2290.6025     8.5569   yes
     422     1.6053     4.4712    60.2197    38.9416  2134.7192     1.3466    no
     423     1.7552     5.9907    69.8210    41.9023  2298.6936     7.9459   yes
     424     1.7862     7.9616    67.1559    45.5310  3360.9290     7.2095   yes
     425     1.6400     5.5747    66.9315    41.7831  2878.0867     7.4251   yes
     426     1.6169     5.3746    61.3897    40.9505  3019.8840     4.0794    no
     427     1.7505     6.9688    69.8900    43.2259  1680.0979     9.2918   yes
     428     1.6779     5.8622    66.4950    42.5451  2357.1646     6.5317   yes
     429     1.8614     9.5751    83.5764    47.4461  2272.0457     2.1242    no
     430     1.8263     9.3944    82.6197    46.1865  2840.8357     2.3130    no
     431     1.8704    10.7499    85.6377    47.8190  2160.0693     0.9644    no
     432     1.7389     6.0859    69.9103    41.5077  1930.6897     8.3481   yes
     433     1.8514     9.5626    82.5820    46.9048  2066.9531     3.4863    no
     434     1.7216     6.1342    76.0878    42.5406  1933.0703     8.4763   yes
     435     1.7192     5.7846    65.6998    43.7913  1953.9811     7.6460   yes
     436     1.8157     7.6506    88.1852    45.7051  2987.3113     6.5630   yes
     437     1.6940     7.0470    73.9698    43.7375  1932.0508     9.2564   yes
     438     1.6982     5.6757    67.5076    42.5779  1583.2130     6.9207   yes
     439     1.8023     8.2331    72.0166    46.2661  3237.6553     6.0399   yes
     440     1.7375     6.3412    66.8487    42.4019  2388.9939     8.1154   yes
     441     1.7435     5.9376    58.6137    41.5325  1913.4871     7.6552   yes
     442     1.7573     7.2422    72.7277    43.7365  2003.6682     8.4150   yes
     443     1.6180     4.3389    39.9436    38.4028  2910.7803     2.5397    no
     444     1.6932     5.0708    61.0695    39.7995  2725.5286     5.0926   yes
     445     1.6836     5.0930    62.3096    42.5549  3334.4207     7.2975   yes
     446     1.6282     4.8503    48.7811    38.6814  2816.4658     1.5711    no
     447     1.7782     6.7212    55.5099    43.4394  2111.3555     9.0047   yes
     448     1.7662     6.5901    82.7655    44.3973  1943.5281     8.1022   yes
     449     1.6780     5.3360    45.4778    39.7989  1424.0778     1.8567    no
     450     1.7616     6.5238    71.5085    42.5755  2400.5662     8.7216   yes
     451     1.8089     9.8017    83.8403    47.1015  2706.3477     4.3312    no
     452     1.6319     4.3215    57.5334    39.5477  2621.2100     3.1955    no
     453     1.7505     8.4761    96.1828    45.2463  2290.3562     5.2303   yes
     454     1.7680     7.4784    76.4881    43.5668  1956.4565     9.9331   yes
     455     1.7310     6.5675    67.3025    43.1664  2287.5815     8.6136   yes
     456     1.6529     4.2233    54.9907    39.6431  2951.8076     3.1528    no
     457     1.8140     8.8354    87.0403    45.5578  2382.6204     2.3847    no
     458     1.8895     9.8377    84.4024    45.8137  2026.4993     4.3125    no
     459     1.7050     5.1778    59.1981    41.4234  1931.3442     7.7827   yes
     460     1.7365     5.4731    58.2773    41.5712  3092.2666     6.9545   yes
     461     1.7950     7.3845    76.0634    46.7873  2641.2424     7.4632   yes
     462     1.7440     6.5670    73.8503    41.8695  2505.5107     9.9993   yes
     463     1.8198     8.4672    88.0050    46.9475  3178.5356     5.5354   yes
     464     1.7300     7.1225    81.9149    44.7132  2849.4626     8.3714   yes
     465     1.8315     9.2207    79.9796    46.4272  2469.6060     2.0814    no
     466     1.8206     6.7592    67.6641    41.7799  2877.8125     8.2087   yes
     467     1.6827     6.3814    63.7091    41.5241  2534.5725     8.3399   yes
     468     1.7376     6.8094    74.0737    44.5356  1453.2063     8.5646   yes
     469     1.6378     5.3150    70.1345    41.4638  2977.2451     6.3948   yes
     470     1.5513     4.1287    47.5360    38.4009  2170.2834     1.1682    no
     471     1.6590     5.3083    64.1856    42.5440  1998.6531     6.8057   yes
     472     1.5638     4.6808    53.0352    38.9598  2821.9236     1.7220    no
     473     1.7546     6.6902    61.8518    43.3559  2468.6646     8.6308   yes
     474     1.8286     8.8859    82.1318    46.8597  2497.6433     4.2153    no
     475     1.7520     7.6129    75.4679    44.3880  2965.5630     8.1405   yes
     476     1.6751     5.6437    63.6862    42.5240  2385.3240     8.8886   yes
     477     1.7150     5.7230    65.6787    42.6581  2399.2808     8.7276   yes
     478     1.7270     7.9453    81.3209    46.7395  2766.3713     7.8978   yes
     479     1.6378     5.5276    54.7771    40.6908  3230.4797     4.3695    no
     480     1.6741     4.5360    46.9604    38.3918  2398.7754     1.4305    no
     481     1.6701     5.9836    67.9763    41.7830  3051.0337     7.5657   yes
     482     1.7432     6.8981    71.3450    44.9485  2607.2947     8.7216   yes
     483     1.6647     5.2859    62.1140    40.1920  2138.8616     3.6408    no
     484     1.6439     4.2908    61.6830    40.3642  3287.7375     4.5417    no
     485     1.7736     7.0073    65.4476    43.1993  2024.1924     8.4982   yes
     486     1.6722     5.3626    64.2017    39.8666  2329.9595     6.0466   yes
     487     1.6025     4.7973    52.8601    38.1586  2579.3081     1.4503    no
     488     1.7705     7.8278    78.8685    45.3712  3411.4609     6.4055   yes
     489     1.7111     6.6246    72.9511    41.5920  2389.9492     9.7067   yes
     490     1.7430     5.6386    60.1427    41.7233  3135.9727     7.8969   yes
     491     1.7934     7.6935    77.3544    44.5611  2286.1143     5.3374   yes
     492     1.9030    10.6288    89.0054    46.9622  2084.1943     0.4343    no
     493     1.7437     6.4468    68.1215    41.4633  3312.8811     9.0995   yes
     494     1.7237     6.2751    75.2111    43.9168  1662.9413     9.3591   yes
     495     1.6410     4.4794    61.5962    39.7943  2970.7656     1.3878    no
     496     1.6885     4.7378    54.8188    40.5775  2217.1836     4.5367    no
     497     1.7795     7.4902    72.3507    45.7478  2186.2766     6.0494   yes
     498     1.7368     5.8772    57.5158    42.7599  3402.0737     8.3964   yes
     499     1.7635     7.1404    71.1328    43.6938  2647.8452     6.9280   yes
     500     1.8535     8.8203    77.5788    47.2197  1881.0287     3.6078    no
     501     1.7400     5.2706    62.7138    42.9822  1398.7896     7.8840   yes
     502     1.6916     5.0032    64.6917    41.9930  2503.6838     7.8151   yes
     503     1.5603     4.0705    40.6080    39.1909  2677.6350     0.8476    no
     504     1.7035     5.9088    69.4153    43.3838  2439.6594     8.8874   yes
     505     1.8186     7.0402    75.3392    43.5333  2910.6387     8.4878   yes
     506     1.7706     6.8192    73.0146    43.8612  1926.8865     7.5528   yes
     507     1.8626    10.0618    79.3665    47.3281  2991.0942     2.3869    no
     508     1.7035     5.5718    63.6464    42.2776  3203.4058     5.5675   yes
     509     1.6353     4.5408    57.3258    40.1287  1579.0033     2.9310    no
     510     1.7283     6.6205    71.4985    44.3159  2661.1973     8.4082   yes
     511     1.6984     6.6715    63.1089    43.3835  1441.0386     8.9328   yes
     512     1.7870     7.2901    72.9715    43.7105  1927.8243     7.9139   yes
     513     1.7949     8.7931    68.9427    46.1046  2023.9844     5.4747   yes
     514     1.5512     4.1220    51.9038    38.2839  2182.9463     2.1854    no
     515     1.7843     8.2126    73.1250    45.5027  3046.5217     5.9087   yes
     516     1.7806     9.1199    79.1857    47.0993  2707.8167     3.8545    no
     517     1.7832     7.3852    72.8509    43.0212  2933.7466     8.7201   yes
     518     1.6840     5.0948    50.6151    40.0032  2349.9792     3.1643    no
     519     1.5830     3.9190    53.1922    37.5405  2339.4072     1.6178    no
     520     1.7482     6.7907    58.6661    43.7325  2700.1079     8.3016   yes
     521     1.6898     4.9233    57.1466    40.1669  1861.3359     5.4703   yes
     522     1.7633     7.3252    82.8177    44.7832  2765.8501     7.5668   yes
     523     1.5868     4.6802    52.3876    39.1099  3129.1533     3.1561    no
     524     1.6478     4.6468    62.3366    40.8485  3603.7078     4.4710    no
     525     1.8559    10.1993    87.5889    47.0457  1915.0653     1.7346    no
     526     1.7263     6.3219    69.2645    42.4452  3030.3389     9.0548   yes
     527     1.5489     4.1091    65.2913    39.0058  2891.1831     1.2346    no
     528     1.7183     7.0191    73.7598    43.5461  1895.4095     8.5167   yes
     529     1.7500     7.3396    75.2876    45.6125  1907.5575     8.4109   yes
     530     1.7753     8.9354    84.7179    46.2839  2861.7043     4.6754    no
     531     1.7069     6.0531    73.0406    43.7665  2646.8840     8.9691   yes
     532     1.8177     9.7571    80.6868    47.2626  2270.9473     1.9034    no
     533     1.7353     6.1851    59.9865    43.2943  1586.1058     8.8555   yes
     534     1.7140     7.3133    88.4095    44.8199  2240.3152     8.8980   yes
     535     1.9224    10.4174    93.7225    48.2422  3670.2131     0.8885    no
     536     1.7549     5.7959    71.0758    41.4417  2918.7812     7.7941   yes
     537     1.7260     5.8544    71.6917    41.4241  2335.8962     8.4344   yes
     538     1.7143     7.2898    72.3879    45.3182  2177.1572     7.5398   yes
     539     1.7055     6.0917    58.0949    41.7177   886.6483     7.5686   yes
     540     1.5612     4.4386    35.5730    37.9362  1559.7722     0.7464    no
     541     1.6914     6.4568    56.8597    41.8587  2855.6294     8.9584   yes
     542     1.6550     5.2042    54.2183    38.8696  3431.1265     2.5199    no
     543     1.5656     4.0949    58.9536    39.6488  2615.0706     0.6748    no
     544     1.7355     6.7886    74.0034    44.5954  2423.0347     8.9404   yes
     545     1.5814     4.6959    39.8860    38.7143  2540.1689     1.7544    no
     546     1.6230     4.5083    65.5717    39.8410  1650.4182     4.5659    no
     547     1.6223     5.0018    54.3287    40.0072  3340.9253     4.3974    no
     548     1.7975     7.1982    72.4072    43.2613  2160.0330     8.7860   yes
     549     1.7077     5.2865    67.9928    41.4017  2109.6541     7.6767   yes
     550     1.8799    10.4690    93.9621    49.8022  2997.6470     0.8431    no
     551     1.6786     5.6192    68.4801    40.1401  2241.6313     7.2136   yes
     552     1.5934     4.6021    56.4029    40.1170  1442.2509     1.8625    no
     553     1.7432     6.9446    73.3350    43.1495  2032.2842     8.3272   yes
     554     1.8879    10.6439    81.3734    48.7288  3064.8938     1.0321    no
     555     1.7456     6.1974    70.4643    42.0554  2251.1099     9.5266   yes
     556     1.6002     5.0600    49.2022    39.1467  2450.7251     2.5046    no
     557     1.6364     4.8844    54.9929    40.2906  3623.0134     2.4922    no
     558     1.7970     9.0579    81.1685    47.3417  2488.1626     3.6148    no
     559     1.6319     4.8218    59.5137    41.3805  1929.8425     3.7599    no
     560     1.7700     7.4527    76.7889    45.5683  3493.2197     6.4487   yes
     561     1.7664     5.5949    52.5024    41.0714  3170.9893     7.8959   yes
     562     1.7716     9.1946    81.7568    46.0520  2003.3263     3.1495    no
     563     1.7900     7.4571    78.5754    44.4471  2391.2512     7.0429   yes
     564     1.7008     6.3841    70.8017    42.9181  2679.1191     9.2410   yes
     565     1.7156     5.4696    69.0092    42.0656  2668.6038     7.5487   yes
     566     1.8824     9.5874    81.4775    47.5517  3263.2344     3.0327    no
     567     1.7632     6.6514    79.4464    42.4567  2767.2837     9.2899   yes
     568     1.6532     4.8195    47.5104    39.2059  2071.6941     2.9354    no
     569     1.6494     4.8134    46.9977    39.2289  3251.2754     3.6197    no
     570     1.6439     4.6588    49.8854    38.6758  2918.3438     2.5205    no
     571     1.7727     6.7577    84.6614    44.3304  3224.7251     7.9993   yes
     572     1.7551     8.2608    75.4859    44.7151  1914.4167     5.8021   yes
     573     1.8453     9.6346    82.6528    48.3399  1778.9492     2.0960    no
     574     1.6921     5.7414    63.5808    41.8924  1687.4122     8.8755   yes
     575     1.7131     5.1925    50.7095    40.9303  2177.1238     5.8950   yes
     576     1.6165     4.8162    57.8294    39.5840  2148.8977     3.7544    no
     577     1.6715     4.3225    55.7701    39.1369  3060.9915     2.3450    no
     578     1.7446     5.1596    57.9440    41.1184  2227.9658     5.8811   yes
     579     1.6205     4.5708    54.7182    38.6307  2876.1160     1.4932    no
     580     1.7397     5.8889    67.5505    43.8208  2341.7483     8.8343   yes
     581     1.8064     8.4910    85.1901    44.8054  1241.6420     5.4526   yes
     582     1.7026     7.4772    75.6017    44.3615  2114.4568     8.3893   yes
     583     1.6983     4.8840    55.7366    41.1376  1924.9606     6.4256   yes
     584     1.7301     6.8352    66.4670    42.2831  3661.4548     9.8946   yes
     585     1.7194     5.6394    74.7461    41.3415  2813.7791     8.2105   yes
     586     1.7493     6.9414    69.6472    43.4313  2278.1511     8.9233   yes
     587     1.7571     6.9845    67.8577    43.4697  1826.9989     7.8987   yes
     588     1.8073     8.3600    73.8758    46.0419  2198.5515     6.5642   yes
     589     1.7489     6.8193    62.8741    42.9987  2313.4077     9.0777   yes
     590     1.6746     4.9317    52.0342    40.4938  1981.6550     3.5976    no
     591     1.7580     7.9941    79.9865    46.1753  2285.1968     6.4769   yes
     592     1.8458     9.0178    89.6117    46.9755  3059.7844     3.6275    no
     593     1.7624     6.8946    72.6232    45.2262  1846.0807     7.2200   yes
     594     1.8370     9.7376    85.5526    47.2035  2535.6514     2.9222    no
     595     1.7945     9.1999    68.5133    46.4733  3035.1794     3.3148    no
     596     1.7806     8.7110    79.0960    47.6329  1884.5022     3.3639    no
     597     1.7752     7.8723    73.4600    45.4155  1910.8083     6.6696   yes
     598     1.7966     6.6169    81.0768    41.9548  2096.0608     9.5017   yes
     599     1.7043     6.5221    67.6848    41.8496  3694.6030     9.5181   yes
